CPU,SMT enabled,Online CPUs,# Sockets,Cores/Socket,Threads/core,Ncores,NUMA nodes,L2 cache,L3 cache,Power Policy,# Meas,Score,sem,Spread,Score/Ncores,RAM,SWAP,electric_power_mean,electric_power_std,HS23/W,min_score,max_score,first_date,last_date
Intel(R) Xeon(R) CPU E5-2650 v3 @ 2.30GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,256K,25600K,performance,365.0,633.0,2.5,47.3,15.8,-,-,-,-,-,274.5,687.5,2023-07-18T20:51:24Z,2025-10-20T10:49:52Z
INTEL(R) XEON(R) GOLD 6542Y,1.0,0-95,2.0,24.0,2.0,96.0,2.0,96 MiB (48 instances),120 MiB (2 instances),performance,366.0,2223.9,25.7,492.2,23.2,-,-,-,-,-,985.6,4048.0,2024-10-10T08:15:05Z,2025-10-29T03:13:36Z
AMD EPYC 7713P 64-Core Processor,1.0,0-127,1.0,64.0,2.0,128.0,1.0,32 MiB (64 instances),256 MiB (8 instances),performance,366.0,2273.1,32.3,617.1,17.8,-,-,-,-,-,1181.0,3490.4,2024-06-28T07:03:30Z,2025-10-30T17:24:16Z
AMD EPYC 7452 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,512K,16384K,performance,367.0,1614.5,12.8,245.1,12.6,-,-,-,-,-,1054.1,3001.6,2023-08-05T14:27:09Z,2025-09-01T12:01:25Z
AMD EPYC 9454 48-Core Processor,0.0,0-95,2.0,48.0,1.0,96.0,2.0,96 MiB (96 instances),512 MiB (16 instances),performance,370.0,2740.7,13.9,268.3,28.5,-,-,-,-,-,1885.6,3318.5,2025-01-28T16:20:38Z,2025-10-30T23:56:29Z
Intel(R) Xeon(R) Gold 5220R CPU @ 2.20GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,48 MiB (48 instances),71.5 MiB (2 instances),not_available,372.0,2185.2,16.3,315.3,22.8,-,-,-,-,-,392.9,2579.8,2024-01-08T12:38:30Z,2024-11-11T11:28:06Z
Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,256K,12288K,not_available,372.0,170.3,1.1,21.4,7.1,-,-,-,-,-,107.2,264.0,2023-08-10T09:09:09Z,2024-11-15T11:03:43Z
AMD EPYC 7351 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,8.0,512K,8192K,performance,373.0,820.0,7.6,145.9,12.8,-,-,-,-,-,508.0,1221.3,2024-06-23T14:36:45Z,2025-10-30T20:34:55Z
Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,1024K,28160K,powersave,385.0,919.4,7.0,138.2,11.5,-,-,-,-,-,568.2,1668.5,2023-07-13T01:57:41Z,2024-09-20T22:26:26Z
Intel(R) Xeon(R) CPU E5-2650 v2 @ 2.60GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,4 MiB (16 instances),40 MiB (2 instances),performance,387.0,303.7,3.8,74.5,9.5,-,-,-,-,-,99.1,488.4,2023-12-25T13:43:59Z,2025-10-29T10:44:10Z
Intel(R) Xeon(R) CPU E5-2697 v4 @ 2.30GHz,1.0,0-71,2.0,18.0,2.0,72.0,2.0,9 MiB (36 instances),90 MiB (2 instances),performance,387.0,731.1,8.0,157.4,10.2,-,-,398.3,40.1,1.7,205.5,1211.6,2025-03-16T07:28:43Z,2025-10-30T21:46:12Z
Intel(R) Xeon(R) Gold 6252 CPU @ 2.10GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,48 MiB (48 instances),71.5 MiB (2 instances),performance,389.0,1321.6,15.2,298.8,13.8,-,-,-,-,-,873.5,2245.6,2025-01-19T13:13:21Z,2025-10-29T17:52:09Z
AMD EPYC 7413 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,8.0,512K,32768K,,394.0,1556.1,19.6,388.9,16.2,-,-,-,-,-,900.0,2855.5,2025-02-25T11:18:20Z,2025-07-15T21:27:43Z
Intel(R) Xeon(R) CPU E5-2650 v3 @ 2.30GHz,0.0,0-19,2.0,10.0,1.0,20.0,2.0,256K,25600K,performance,398.0,328.2,0.9,18.0,16.4,-,-,-,-,-,129.2,345.6,2023-07-17T07:46:15Z,2025-10-30T06:07:19Z
Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz,1.0,0-71,2.0,18.0,2.0,72.0,2.0,1024K,25344K,powersave,398.0,1026.5,7.9,157.3,14.3,-,-,-,-,-,746.2,1569.7,2023-07-12T14:54:42Z,2024-07-21T13:21:55Z
AMD EPYC 7302 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,2.0,16 MiB (32 instances),256 MiB (16 instances),,399.0,1041.4,5.7,113.3,16.3,-,-,-,-,-,810.9,1506.3,2025-02-26T12:08:06Z,2025-10-30T03:02:34Z
Intel(R) Xeon(R) CPU E5-2670 0 @ 2.60GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,256K,20480K,powersave,400.0,248.0,1.9,37.7,7.7,-,-,-,-,-,93.5,424.8,2023-08-08T12:46:45Z,2024-09-13T08:28:46Z
Intel(R) Xeon(R) Silver 4214R CPU @ 2.40GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,1024K,16896K,not_available,401.0,594.7,3.1,62.3,12.4,-,-,-,-,-,486.4,909.2,2023-07-13T05:37:49Z,2024-10-02T18:24:56Z
Intel(R) Xeon(R) CPU E5-2650 v4 @ 2.20GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,256K,30720K,powersave,406.0,536.3,5.7,114.1,11.2,-,-,-,-,-,215.7,830.9,2023-07-12T13:42:03Z,2024-07-22T18:36:06Z
AMD EPYC 7352 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,24 MiB (48 instances),256 MiB (16 instances),performance,407.0,1775.3,22.5,453.6,18.5,-,-,-,-,-,509.8,2344.7,2024-07-24T18:11:16Z,2025-10-30T06:17:12Z
AMD EPYC 7443 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,24 MiB (48 instances),256 MiB (8 instances),not_available,419.0,1750.1,16.5,338.4,18.2,-,-,-,-,-,783.1,3101.9,2023-08-11T06:19:17Z,2025-02-19T12:45:27Z
AMD EPYC 7313 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,8.0,512K,32768K,conservative,421.0,1245.8,7.5,153.3,19.5,-,-,-,-,-,977.9,1781.6,2023-07-13T11:57:02Z,2024-10-19T05:24:25Z
AMD EPYC 7513 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,8.0,32 MiB (64 instances),256 MiB (8 instances),,422.0,1796.1,15.9,327.2,14.0,-,-,-,-,-,910.2,3873.4,2025-02-23T13:06:58Z,2025-10-30T20:12:56Z
Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,1024K,19712K,powersave,424.0,628.6,7.6,156.4,11.2,-,-,-,-,-,325.7,1159.1,2023-07-14T18:20:01Z,2024-12-16T03:11:13Z
Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,1024K,19712K,not_available,426.0,622.5,4.8,98.5,11.1,-,-,-,-,-,349.2,1117.2,2023-07-15T03:53:36Z,2025-01-06T22:51:13Z
Intel(R) Xeon(R) CPU E5-2650L v2 @ 1.70GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,5 MiB (20 instances),50 MiB (2 instances),performance,427.0,261.1,2.4,48.8,6.5,-,-,-,-,-,141.7,386.6,2024-01-16T10:48:31Z,2025-10-29T21:01:12Z
AMD EPYC 9655 96-Core Processor,1.0,0-383,2.0,96.0,2.0,384.0,2.0,192 MiB (192 instances),768 MiB (24 instances),,429.0,9081.9,77.5,1604.6,23.7,-,-,-,-,-,6588.1,15783.7,2025-04-05T02:42:08Z,2025-10-30T20:36:17Z
AMD EPYC 7702 64-Core Processor,1.0,0-255,2.0,64.0,2.0,256.0,8.0,512K,16384K,conservative,432.0,3279.0,25.7,535.1,12.8,-,-,-,-,-,1724.6,5628.2,2023-07-12T13:43:09Z,2024-07-04T17:20:40Z
Intel(R) Xeon(R) Gold 6252 CPU @ 2.10GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,48 MiB (48 instances),71.5 MiB (2 instances),powersave,434.0,971.0,5.5,114.9,10.1,-,-,-,-,-,393.4,1468.9,2024-05-11T04:24:27Z,2025-10-30T02:20:04Z
AMD EPYC 7763 64-Core Processor,1.0,0-255,2.0,64.0,2.0,256.0,2.0,512K,32768K,conservative,439.0,4292.9,34.8,729.3,16.8,-,-,-,-,-,3023.4,6738.9,2023-07-27T23:33:23Z,2024-02-27T20:47:18Z
Intel(R) Xeon(R) CPU E5-2650 v4 @ 2.20GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,6 MiB (24 instances),60 MiB (2 instances),performance,439.0,537.3,5.3,110.1,11.2,-,-,-,-,-,235.7,870.3,2023-09-17T20:10:14Z,2025-10-30T14:06:25Z
AMD EPYC 7451 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,8.0,24 MiB (48 instances),128 MiB (16 instances),ondemand,443.0,1116.9,8.5,178.8,11.6,-,-,471.7,82.0,16.3,687.8,1867.5,2024-09-29T20:51:28Z,2025-10-30T17:46:15Z
AMD EPYC 7282 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,2.0,512K,16384K,not_available,453.0,987.7,3.7,78.9,15.4,-,-,-,-,-,858.3,1524.9,2023-07-12T19:33:07Z,2024-05-29T05:57:29Z
Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz,0.0,0-11,2.0,6.0,1.0,12.0,2.0,256K,12288K,conservative,458.0,148.4,0.1,3.0,12.4,-,-,-,-,-,131.4,153.7,2023-07-13T11:26:16Z,2024-11-02T03:40:38Z
Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz,0.0,0-23,2.0,12.0,1.0,24.0,2.0,6 MiB (24 instances),60 MiB (2 instances),performance,461.0,439.1,0.9,20.2,18.3,-,-,-,-,-,360.3,478.3,2024-07-24T02:13:18Z,2025-10-30T17:50:49Z
AMD EPYC 7302 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,8.0,16 MiB (32 instances),256 MiB (16 instances),not_available,465.0,1035.3,6.6,142.9,16.2,-,-,-,-,-,388.1,1564.1,2024-03-27T08:56:56Z,2025-02-21T19:52:52Z
AMD EPYC 7702P 64-Core Processor,0.0,0-63,1.0,64.0,1.0,64.0,1.0,512K,16384K,ondemand,466.0,1271.3,4.5,96.6,19.9,-,-,-,-,-,926.5,1544.5,2023-08-09T09:22:14Z,2024-06-21T22:13:37Z
Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,1024K,28160K,performance,473.0,947.3,11.1,242.0,11.8,-,-,-,-,-,506.3,1581.5,2023-07-13T20:49:56Z,2025-08-31T02:08:51Z
Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,28 MiB (28 instances),38.5 MiB (2 instances),performance,480.0,684.2,5.2,114.8,12.2,-,-,373.9,8.3,1.8,498.0,1238.2,2024-06-04T08:59:04Z,2025-10-29T19:09:46Z
AMD EPYC 7402 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,24 MiB (48 instances),256 MiB (16 instances),not_available,480.0,1501.4,11.0,240.2,15.6,-,-,-,-,-,429.6,2358.7,2024-03-12T17:13:17Z,2025-02-22T01:55:10Z
Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz,0.0,0-31,2.0,16.0,1.0,64.0,2.0,256K,40960K,powersave,485.0,1003.7,3.0,66.0,15.7,-,-,-,-,-,703.1,1102.8,2023-08-11T20:48:37Z,2024-11-19T01:03:25Z
Intel(R) Xeon(R) Gold 6240R CPU @ 2.40GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,1024K,36608K,powersave,490.0,1030.2,10.8,238.7,10.7,-,-,-,-,-,317.5,2245.9,2023-07-12T14:52:09Z,2025-07-18T00:22:49Z
Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,0.0,0-15,2.0,8.0,1.0,16.0,2.0,256K,20480K,performance,495.0,233.0,0.6,12.6,14.6,-,-,-,-,-,184.9,285.0,2023-10-15T15:16:30Z,2025-06-22T12:10:29Z
Intel(R) Xeon(R) Gold 5320 CPU @ 2.20GHz,0.0,0-51,2.0,26.0,1.0,52.0,2.0,1280K,39936K,not_available,501.0,1154.5,1.8,40.8,22.2,-,-,-,-,-,1013.2,1245.9,2023-09-20T12:39:45Z,2024-01-14T23:05:45Z
Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,5 MiB (20 instances),50 MiB (2 instances),conservative,528.0,442.6,4.1,94.7,11.1,-,-,191.5,34.1,2.5,216.0,730.0,2024-06-04T10:06:50Z,2025-10-30T20:12:18Z
AMD EPYC 7443 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,24 MiB (48 instances),256 MiB (8 instances),performance,531.0,1704.4,15.4,354.4,17.8,-,-,-,-,-,1036.1,3301.3,2024-06-23T14:36:36Z,2025-10-30T13:25:03Z
AMD EPYC 7513 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,8.0,32 MiB (64 instances),256 MiB (8 instances),not_available,533.0,1869.2,9.1,209.8,14.6,-,-,-,-,-,1383.4,3647.1,2024-06-06T14:48:23Z,2025-02-20T19:19:42Z
AMD EPYC 7702 64-Core Processor,1.0,0-255,2.0,64.0,2.0,256.0,8.0,512K,16384K,performance,534.0,3441.2,14.9,344.9,13.4,-,-,-,-,-,1885.7,5073.5,2024-06-10T20:52:01Z,2025-10-30T19:44:45Z
AMD EPYC 7443 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,8.0,24 MiB (48 instances),256 MiB (8 instances),performance,536.0,1700.2,22.5,520.3,17.7,-,-,553.4,36.3,3.0,1009.6,3275.6,2024-05-02T09:49:28Z,2025-10-30T22:00:33Z
Intel(R) Xeon(R) Gold 6240R CPU @ 2.40GHz,1.0,0-95,2.0,24.0,2.0,96.0,4.0,48 MiB (48 instances),71.5 MiB (2 instances),performance,538.0,1070.3,5.7,132.7,11.1,-,-,-,-,-,791.5,2269.7,2024-12-12T13:22:59Z,2025-09-27T05:09:32Z
Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,1.0,0-71,2.0,18.0,2.0,72.0,2.0,36 MiB (36 instances),49.5 MiB (2 instances),powersave,539.0,835.4,4.6,105.8,11.6,-,-,-,-,-,317.9,1553.1,2024-02-07T22:41:20Z,2025-10-29T17:44:39Z
AMD EPYC 7452 32-Core Processor,0.0,0-63,2.0,32.0,1.0,64.0,2.0,32 MiB (64 instances),256 MiB (16 instances),performance,552.0,1293.4,3.9,91.9,20.2,-,-,-,-,-,850.1,1537.6,2024-07-25T23:52:57Z,2025-10-28T23:25:36Z
AMD EPYC 7453 28-Core Processor,1.0,0-111,2.0,28.0,2.0,112.0,2.0,28 MiB (56 instances),128 MiB (8 instances),performance,555.0,1758.4,18.9,444.4,15.7,-,-,-,-,-,808.6,3331.6,2024-10-15T05:17:20Z,2025-10-30T13:03:35Z
Intel(R) Xeon(R) CPU E5-2660 v3 @ 2.60GHz,0.0,0-19,2.0,10.0,1.0,20.0,2.0,256K,25600K,performance,563.0,349.9,0.9,20.8,17.5,-,-,-,-,-,238.2,378.9,2023-07-15T20:46:39Z,2025-10-24T16:26:39Z
AMD EPYC 7351 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,8.0,512K,8192K,ondemand,568.0,768.4,3.8,90.7,12.0,-,-,-,-,-,448.5,1166.9,2023-07-13T08:21:21Z,2024-10-31T01:30:03Z
Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,1024K,22528K,not_available,584.0,716.1,2.9,70.9,11.2,-,-,-,-,-,383.8,1392.4,2023-07-12T20:23:12Z,2024-09-08T09:29:08Z
Intel(R) Xeon(R) Gold 6150 CPU @ 2.70GHz,1.0,0-71,2.0,18.0,2.0,72.0,2.0,1024K,25344K,powersave,585.0,963.2,5.9,143.5,13.4,-,-,-,-,-,665.8,1596.0,2023-08-12T00:57:59Z,2024-06-21T15:27:37Z
AMD EPYC 74F3 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,24 MiB (48 instances),512 MiB (16 instances),ondemand,587.0,1982.1,15.1,366.9,20.6,-,-,647.7,38.1,3.1,1169.1,3214.7,2024-10-01T00:12:12Z,2025-10-30T16:54:37Z
Intel(R) Xeon(R) CPU E5-2690 v4 @ 2.60GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,256K,35840K,performance,588.0,666.3,4.2,102.2,11.9,-,-,-,-,-,486.3,1182.4,2023-11-01T00:07:14Z,2025-04-22T16:10:38Z
AMD EPYC 7H12 64-Core Processor,0.0,0-63,1.0,64.0,1.0,64.0,1.0,512K,16384K,ondemand,593.0,1317.9,3.6,88.5,20.6,-,-,-,-,-,996.4,1480.2,2023-07-16T11:22:10Z,2024-06-23T07:50:45Z
Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,0.0,0-23,2.0,12.0,1.0,24.0,2.0,256K,30720K,powersave,594.0,365.6,1.2,29.6,15.2,-,-,-,-,-,274.1,437.5,2023-07-13T16:15:04Z,2024-02-26T10:41:13Z
Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,256K,20480K,powersave,606.0,298.8,1.7,42.4,9.3,-,-,-,-,-,124.7,446.2,2023-07-13T11:52:37Z,2024-05-28T06:26:05Z
AMD EPYC 7443 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,512K,32768K,performance,612.0,1925.5,12.8,315.8,20.1,-,-,-,-,-,1372.5,3063.4,2023-07-14T07:11:21Z,2024-10-11T06:22:26Z
AMD EPYC 7443 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,512K,32768K,not_available,618.0,1689.0,10.6,264.4,17.6,-,-,-,-,-,408.6,3082.9,2023-07-12T13:44:01Z,2024-12-31T15:46:17Z
AMD EPYC 7742 64-Core Processor,0.0,0-127,2.0,64.0,1.0,256.0,8.0,64 MiB (128 instances),512 MiB (32 instances),performance,630.0,5002.1,24.8,623.6,19.5,-,-,-,-,-,1627.0,6174.5,2024-11-07T09:38:53Z,2025-10-30T13:32:22Z
AMD EPYC 7543 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,16.0,32 MiB (64 instances),512 MiB (16 instances),performance,635.0,2348.3,18.7,470.8,18.3,-,-,-,-,-,1317.7,4025.1,2024-06-09T16:42:45Z,2025-10-27T22:41:59Z
Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,0.0,0-19,2.0,10.0,1.0,20.0,1.0,256K,25600K,performance,637.0,242.1,0.4,9.1,12.1,-,-,-,-,-,201.2,271.8,2023-07-12T23:52:49Z,2025-10-28T06:26:09Z
Neoverse-V2,0.0,0-143,2.0,72.0,1.0,144.0,2.0,144 MiB (144 instances),228 MiB (2 instances),performance,639.0,4754.3,9.5,241.3,33.0,-,-,892.0,0.0,5.3,3893.3,5079.8,2024-06-05T09:52:26Z,2025-10-16T12:57:55Z
AMD EPYC 7302 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,8.0,16 MiB (32 instances),256 MiB (16 instances),performance,640.0,1008.0,3.1,78.7,15.8,-,-,-,-,-,857.5,1529.0,2024-10-31T07:08:52Z,2025-10-30T18:00:35Z
AMD EPYC 7502 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,512K,16384K,performance,643.0,1813.4,11.9,301.4,14.2,-,-,-,-,-,1319.7,3312.5,2023-07-13T05:07:07Z,2024-06-21T07:17:09Z
Intel(R) Xeon(R) CPU           E5620  @ 2.40GHz,1.0,0-15,2.0,4.0,2.0,16.0,2.0,256K,12288K,conservative,646.0,129.9,0.8,21.1,8.1,-,-,-,-,-,81.6,169.4,2023-07-13T16:51:15Z,2024-12-03T03:38:03Z
Intel(R) Xeon(R) CPU E5-2650 v2 @ 2.60GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,256K,20480K,conservative,652.0,354.4,4.0,101.4,11.1,-,-,-,-,-,162.8,492.9,2023-08-09T01:56:34Z,2024-06-28T04:27:49Z
Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,1.0,0-47,2.0,12.0,2.0,48.0,4.0,256K,15360K,,664.0,489.3,2.7,70.7,10.2,-,-,-,-,-,155.1,790.4,2025-02-23T16:38:09Z,2025-10-29T18:36:45Z
Intel(R) Xeon(R) CPU E5-2630 v2 @ 2.60GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,256K,15360K,powersave,673.0,191.0,0.8,19.8,8.0,-,-,-,-,-,160.8,316.9,2023-07-13T06:22:59Z,2024-10-21T05:31:03Z
Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,0.0,0-19,2.0,10.0,1.0,20.0,2.0,5 MiB (20 instances),50 MiB (2 instances),performance,675.0,330.3,0.9,24.5,16.5,-,-,-,-,-,162.5,394.5,2023-07-12T14:02:47Z,2025-10-28T08:48:55Z
AMD EPYC 7702P 64-Core Processor,1.0,0-127,1.0,64.0,2.0,128.0,1.0,512K,16384K,not_available,693.0,1996.2,23.1,608.7,15.6,-,-,-,-,-,1252.9,3265.8,2023-07-12T15:14:30Z,2024-04-29T01:07:13Z
Intel(R) Core(TM) i7-5960X CPU @ 3.00GHz,1.0,0-15,1.0,8.0,2.0,16.0,1.0,256K,20480K,powersave,695.0,198.6,1.1,28.4,12.4,-,-,-,-,-,149.9,306.5,2023-07-12T22:25:52Z,2024-10-06T11:03:54Z
AMD EPYC 7543 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,16.0,512K,32768K,conservative,706.0,2515.8,12.8,341.1,19.7,-,-,-,-,-,1619.2,3746.9,2023-07-12T13:47:31Z,2024-06-12T13:39:48Z
AMD EPYC 9654 96-Core Processor,1.0,0-383,2.0,96.0,2.0,384.0,2.0,192 MiB (192 instances),768 MiB (24 instances),performance,715.0,5990.9,50.3,1344.8,15.6,-,-,-,-,-,2783.2,13413.4,2024-06-04T18:35:45Z,2025-10-28T23:25:15Z
Intel(R) Xeon(R) Gold 6448Y,1.0,0-127,2.0,32.0,2.0,128.0,2.0,2048K,61440K,performance,728.0,2194.9,14.4,387.4,17.1,-,-,-,-,-,1539.7,5218.0,2025-04-16T22:22:47Z,2025-10-01T05:26:41Z
Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,32 MiB (32 instances),44 MiB (2 instances),performance,739.0,989.5,8.5,231.9,15.5,-,-,-,-,-,320.0,1541.0,2024-03-29T09:10:30Z,2025-10-30T13:06:09Z
Intel(R) Xeon(R) Silver 4210 CPU @ 2.20GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,1024K,14080K,not_available,749.0,470.2,1.9,52.3,11.8,-,-,-,-,-,363.1,751.2,2023-07-12T23:36:37Z,2024-10-03T09:57:34Z
Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,1024K,28160K,not_available,751.0,929.5,6.6,181.8,11.6,-,-,-,-,-,500.1,1910.1,2023-07-12T13:41:44Z,2024-12-09T13:01:03Z
AMD EPYC 7352 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,512K,16384K,conservative,766.0,1689.1,13.1,362.1,17.6,-,-,-,-,-,489.3,2236.3,2023-07-12T19:49:55Z,2024-09-18T04:43:34Z
AMD EPYC 7351 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,8.0,512K,8192K,conservative,767.0,787.1,3.5,97.6,12.3,-,-,-,-,-,512.6,1163.7,2023-07-12T19:25:44Z,2024-11-08T12:43:04Z
Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,1024K,19712K,conservative,769.0,785.7,5.6,155.2,16.4,-,-,-,-,-,469.8,1130.1,2023-07-12T20:20:44Z,2024-07-11T17:43:22Z
Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0.0,0-39,2.0,20.0,1.0,40.0,2.0,1024K,28160K,performance,777.0,737.6,2.0,56.8,18.4,-,-,-,-,-,552.2,931.1,2023-10-11T14:12:20Z,2025-10-16T08:16:21Z
AMD EPYC 7702P 64-Core Processor,1.0,0-127,1.0,64.0,2.0,128.0,1.0,512K,16384K,conservative,779.0,1513.7,6.9,192.7,11.8,-,-,-,-,-,1111.9,2868.0,2023-07-13T06:55:45Z,2024-06-15T14:53:59Z
Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,0.0,0-27,2.0,14.0,1.0,28.0,2.0,256K,35840K,powersave,788.0,492.1,2.4,68.5,17.6,-,-,-,-,-,194.6,588.4,2023-07-12T20:22:42Z,2025-03-28T21:48:22Z
Intel(R) Xeon(R) Gold 6150 CPU @ 2.70GHz,1.0,0-71,2.0,18.0,2.0,72.0,2.0,1024K,25344K,performance,801.0,911.2,5.0,142.7,12.7,-,-,-,-,-,652.1,1651.8,2024-06-26T16:02:32Z,2025-10-30T19:54:45Z
Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,1024K,22528K,performance,807.0,1040.3,9.8,277.9,16.3,-,-,-,-,-,536.1,1357.5,2023-07-12T23:22:58Z,2024-10-09T21:49:20Z
AMD EPYC 7413 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,8.0,512K,32768K,not_available,821.0,1580.1,10.0,286.7,16.5,-,-,-,-,-,947.5,2801.0,2023-07-13T05:58:12Z,2025-02-21T08:13:45Z
Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,1024K,22528K,powersave,828.0,942.9,7.2,207.0,14.7,-,-,-,-,-,518.1,1475.5,2023-07-13T00:40:31Z,2024-09-16T10:30:09Z
Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,0.0,0-23,2.0,12.0,1.0,24.0,2.0,256K,30720K,performance,839.0,366.5,1.2,33.5,15.3,-,-,-,-,-,257.1,442.6,2024-02-26T15:10:43Z,2024-11-13T03:51:41Z
Intel(R) Xeon(R) Gold 6240R CPU @ 2.40GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,48 MiB (48 instances),71.5 MiB (2 instances),performance,849.0,996.8,9.3,269.9,10.4,-,-,412.5,60.5,2.4,303.5,2203.7,2024-05-25T07:23:10Z,2025-10-30T22:01:01Z
AMD EPYC 7402 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,24 MiB (48 instances),256 MiB (16 instances),,849.0,1478.9,7.5,217.1,15.4,-,-,-,-,-,889.3,2419.2,2025-02-25T03:29:23Z,2025-10-30T14:10:11Z
AMD EPYC 9654 96-Core Processor,1.0,0-383,2.0,96.0,2.0,384.0,2.0,1024K,32768K,performance,854.0,7686.5,39.2,1146.9,20.0,-,-,-,-,-,4937.1,13206.1,2024-08-10T05:24:38Z,2025-10-24T15:03:20Z
